,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,disability,final_result,After_Click,Before_Click,date_registration,date_unregistration,Late_submission,Code_Category
37,0,1,0,0,7,1,0,0,1,783.0,325.0,32.0,0,0.0,1
38,0,1,1,1,3,0,0,0,1,276.0,8.0,99.0,0,0.0,1
39,0,1,8,0,4,1,0,0,1,2038.0,3.0,82.0,0,1.0,1
40,0,0,1,0,4,0,0,0,1,1289.0,32.0,31.0,0,3.0,1
41,0,1,11,0,5,0,0,0,0,979.0,32.0,197.0,1,1.0,1
42,0,0,0,2,8,1,0,0,1,476.0,44.0,75.0,0,0.0,1
43,0,0,7,0,9,1,0,0,1,2558.0,174.0,96.0,0,0.0,1
44,0,0,0,2,2,0,0,0,0,55.0,2.0,29.0,1,20.0,1
45,0,0,7,2,9,1,0,1,0,287.0,0.0,32.0,1,0.0,1
46,0,1,9,0,4,1,0,0,1,5287.0,241.0,195.0,0,0.0,1
47,0,0,1,0,3,0,0,0,1,1775.0,48.0,61.0,0,1.0,1
48,0,1,9,0,9,0,0,0,0,143.0,0.0,110.0,1,1.0,1
49,0,0,4,0,5,1,0,0,1,1979.0,142.0,37.0,0,1.0,1
50,0,0,8,1,8,1,0,0,1,5490.0,155.0,67.0,0,2.0,1
51,0,1,9,1,6,0,0,0,1,414.0,38.0,36.0,0,2.0,1
52,0,0,11,0,2,0,0,1,0,547.0,50.0,132.0,0,2.0,1
53,0,1,4,2,6,0,0,0,0,522.0,89.0,92.0,0,2.0,1
54,0,0,4,2,8,0,0,0,0,136.0,19.0,138.0,1,1.0,1
55,0,0,5,0,3,1,0,1,0,1607.0,257.0,174.0,1,3.0,1
56,0,0,3,0,8,0,0,0,1,270.0,0.0,44.0,0,0.0,1
57,0,1,3,0,0,1,0,0,1,1436.0,93.0,16.0,0,1.0,1
58,0,0,1,0,2,1,0,0,1,3709.0,294.0,54.0,0,0.0,1
59,0,0,0,2,7,0,0,0,0,658.0,250.0,64.0,1,1.0,1
60,0,0,9,0,9,0,0,0,1,1341.0,64.0,52.0,0,3.0,1
61,0,1,1,0,4,1,0,0,0,1045.0,140.0,46.0,1,1.0,1
62,0,1,6,0,7,0,0,0,1,460.0,6.0,64.0,0,1.0,1
63,0,0,12,0,4,1,0,0,1,1374.0,136.0,117.0,0,2.0,1
64,0,0,11,2,1,1,0,0,1,745.0,0.0,32.0,0,0.0,1
65,0,1,2,1,7,1,0,0,1,1890.0,49.0,50.0,0,3.0,1
66,0,0,2,0,6,1,0,0,1,1646.0,136.0,45.0,0,2.0,1
67,0,1,0,1,9,2,0,0,1,5980.0,338.0,162.0,0,0.0,1
68,0,1,4,1,3,1,0,0,1,3961.0,486.0,195.0,0,0.0,1
69,0,1,5,1,7,1,0,0,1,1732.0,284.0,92.0,0,2.0,1
70,0,0,5,0,8,0,0,0,0,136.0,2.0,57.0,0,2.0,1
71,0,1,9,0,3,0,0,0,1,1899.0,113.0,64.0,0,0.0,1
72,0,0,9,0,8,1,0,0,0,393.0,94.0,39.0,1,1.0,1
73,0,0,9,0,6,0,0,0,1,1719.0,256.0,128.0,0,1.0,1
74,0,1,3,0,1,0,0,0,1,957.0,7.0,32.0,0,2.0,1
75,0,1,9,1,8,1,0,0,1,1214.0,98.0,74.0,0,0.0,1
76,0,1,3,1,1,0,0,0,0,322.0,105.0,12.0,0,1.0,1
77,0,1,6,1,3,1,0,0,1,1687.0,449.0,109.0,0,4.0,1
78,0,1,7,0,5,1,0,0,1,7793.0,769.0,136.0,0,0.0,1
79,0,1,12,0,7,1,0,0,0,1354.0,80.0,57.0,1,0.0,1
80,0,1,6,0,9,0,0,0,1,1539.0,2.0,180.0,0,1.0,1
81,0,0,9,2,9,0,0,0,1,3071.0,148.0,62.0,0,1.0,1
82,0,1,3,0,9,0,0,0,0,1902.0,3.0,45.0,1,1.0,1
83,0,1,3,2,5,1,0,0,1,491.0,43.0,54.0,0,1.0,1
84,0,0,10,0,3,0,0,0,0,1222.0,196.0,73.0,1,3.0,1
85,0,1,9,1,8,1,0,0,1,1416.0,249.0,68.0,0,0.0,1
86,0,1,0,0,4,0,0,1,0,320.0,13.0,51.0,0,2.0,1
87,0,0,3,0,1,1,0,0,1,2597.0,356.0,169.0,0,0.0,1
88,0,1,2,1,8,0,0,0,0,1065.0,140.0,172.0,0,0.0,1
89,0,1,3,1,6,0,0,0,1,219.0,8.0,31.0,0,0.0,1
90,0,1,1,2,5,0,0,0,1,445.0,0.0,108.0,0,3.0,1
91,0,1,11,0,2,0,0,0,1,549.0,65.0,165.0,0,0.0,1
92,0,1,1,0,5,0,0,0,1,1186.0,29.0,58.0,0,0.0,1
93,0,1,3,0,4,0,0,0,1,1676.0,163.0,29.0,0,2.0,1
94,0,1,12,0,9,0,0,0,0,138.0,52.0,79.0,1,0.0,1
95,0,1,6,1,9,0,0,0,1,732.0,0.0,70.0,0,2.0,1
96,0,1,8,1,9,2,0,0,1,1779.0,156.0,151.0,0,0.0,1
97,0,1,3,1,8,0,0,0,1,309.0,12.0,45.0,0,0.0,1
98,0,1,8,0,9,0,0,0,1,425.0,2.0,47.0,0,0.0,1
99,0,1,0,1,9,1,0,0,1,1604.0,288.0,50.0,0,0.0,1
100,0,0,1,1,6,1,0,0,0,1739.0,90.0,31.0,0,1.0,1
101,0,1,3,1,2,1,0,0,1,606.0,52.0,36.0,0,0.0,1
102,0,1,9,0,9,1,0,0,1,1062.0,112.0,16.0,0,0.0,1
103,0,1,5,2,2,0,0,0,1,1718.0,251.0,198.0,0,3.0,1
104,0,1,10,2,2,1,0,0,1,2221.0,359.0,103.0,0,4.0,1
105,0,1,5,1,1,0,0,0,1,1356.0,125.0,117.0,0,3.0,1
106,0,0,11,2,3,0,0,0,1,793.0,51.0,68.0,0,2.0,1
107,0,0,0,2,7,1,0,0,1,4783.0,180.0,172.0,0,2.0,1
108,0,0,3,0,8,1,0,0,0,395.0,31.0,186.0,1,3.0,1
109,0,1,1,0,2,1,0,0,1,1019.0,47.0,145.0,0,1.0,1
110,0,0,5,0,3,1,0,0,1,2142.0,265.0,191.0,0,0.0,1
111,0,1,0,0,1,1,0,0,0,3165.0,45.0,33.0,0,0.0,1
112,0,1,0,0,3,0,0,0,0,187.0,1.0,17.0,1,2.0,1
113,0,1,6,0,8,1,0,0,1,3059.0,289.0,68.0,0,0.0,1
114,0,0,7,0,6,0,0,0,0,1879.0,137.0,108.0,1,3.0,1
115,0,1,3,2,4,0,0,0,1,1028.0,155.0,138.0,0,0.0,1
116,0,0,6,0,3,0,0,0,1,480.0,12.0,74.0,0,2.0,1
117,0,1,10,2,7,1,0,0,0,79.0,51.0,64.0,0,0.0,1
118,0,1,5,1,3,0,0,0,0,34.0,25.0,50.0,0,20.0,1
119,0,1,9,0,3,1,0,0,1,1742.0,219.0,107.0,0,3.0,1
120,0,1,7,0,9,1,0,0,1,1021.0,25.0,8.0,0,3.0,1
121,0,1,0,0,9,0,0,0,1,432.0,51.0,52.0,0,1.0,1
122,0,1,10,0,2,0,0,0,1,1732.0,8.0,96.0,0,1.0,1
123,0,1,5,0,3,0,0,0,1,651.0,1.0,141.0,0,0.0,1
124,0,1,7,0,9,1,0,0,1,4841.0,390.0,132.0,0,1.0,1
125,0,0,7,0,9,1,0,0,0,0.0,0.0,162.0,1,20.0,1
126,0,1,1,0,7,0,0,0,1,182.0,5.0,27.0,0,2.0,1
127,0,1,7,1,9,2,0,0,1,1618.0,157.0,80.0,0,0.0,1
128,0,1,7,0,9,0,0,0,1,865.0,0.0,145.0,0,0.0,1
129,0,1,7,0,4,1,0,0,0,707.0,2.0,17.0,0,1.0,1
130,0,1,8,1,9,2,0,0,1,1898.0,254.0,115.0,0,0.0,1
131,0,0,7,1,8,0,0,0,1,455.0,59.0,32.0,0,1.0,1
132,0,1,11,0,3,1,0,0,1,1685.0,312.0,59.0,0,1.0,1
133,0,0,0,0,4,0,0,0,0,479.0,34.0,83.0,0,1.0,1
134,0,1,5,0,7,0,0,0,0,137.0,9.0,18.0,0,0.0,1
135,0,1,11,0,7,0,0,1,1,1082.0,195.0,66.0,0,0.0,1
136,0,0,10,2,8,0,0,0,0,0.0,68.0,54.0,1,20.0,1
137,0,1,11,0,5,1,0,0,1,987.0,0.0,107.0,0,0.0,1
138,0,1,0,0,9,1,0,0,1,1066.0,154.0,58.0,0,0.0,1
139,0,0,3,0,1,0,0,0,1,2389.0,353.0,123.0,0,1.0,1
140,0,0,1,1,1,0,0,0,1,993.0,88.0,31.0,0,0.0,1
141,0,1,11,0,7,0,0,0,1,1425.0,51.0,107.0,0,1.0,1
142,0,1,9,0,6,2,0,0,1,2050.0,180.0,121.0,0,1.0,1
143,0,1,8,1,9,2,0,0,1,12213.0,669.0,79.0,0,0.0,1
144,0,1,8,0,9,0,0,0,1,231.0,50.0,59.0,0,0.0,1
145,0,0,0,1,8,0,0,0,1,1082.0,199.0,100.0,0,0.0,1
146,0,0,1,0,5,0,0,0,1,6317.0,272.0,47.0,0,1.0,1
147,0,1,8,1,9,2,0,0,1,9278.0,805.0,67.0,0,0.0,1
148,0,1,0,1,4,1,0,0,1,1740.0,161.0,32.0,0,0.0,1
149,0,0,9,0,1,1,0,0,1,1825.0,136.0,165.0,0,1.0,1
150,0,1,7,0,9,0,0,0,1,102.0,31.0,32.0,0,0.0,1
151,0,0,8,1,9,1,0,0,0,1888.0,488.0,67.0,1,0.0,1
152,0,0,0,0,6,1,0,0,1,1467.0,188.0,64.0,0,0.0,1
153,0,1,6,0,2,0,0,0,1,300.0,1.0,103.0,0,0.0,1
154,0,1,6,1,8,0,0,0,1,623.0,25.0,53.0,0,0.0,1
155,0,0,3,0,5,0,0,0,0,273.0,59.0,32.0,0,1.0,1
156,0,0,9,0,0,0,0,1,0,173.0,130.0,192.0,1,0.0,1
157,0,0,7,0,2,0,0,0,0,2072.0,214.0,196.0,1,1.0,1
158,0,1,0,0,9,0,0,0,1,1290.0,26.0,110.0,0,0.0,1
159,0,1,4,0,8,0,0,0,1,303.0,30.0,57.0,0,1.0,1
160,0,1,0,2,4,0,0,0,0,201.0,0.0,70.0,0,3.0,1
161,0,0,11,1,7,0,0,0,0,815.0,65.0,71.0,1,1.0,1
162,0,1,6,2,5,2,0,0,1,1661.0,289.0,81.0,0,0.0,1
163,0,1,12,1,0,0,0,0,1,679.0,159.0,60.0,0,1.0,1
164,0,1,2,1,7,1,0,0,1,3516.0,128.0,49.0,0,2.0,1
165,0,1,12,0,1,0,0,0,0,65.0,0.0,12.0,0,0.0,1
166,0,1,0,0,6,0,0,1,1,544.0,3.0,37.0,0,2.0,1
167,0,1,12,0,3,0,0,0,1,2059.0,160.0,18.0,0,0.0,1
168,0,1,0,0,5,0,0,0,1,558.0,11.0,75.0,0,0.0,1
169,0,0,6,1,5,1,0,0,0,164.0,0.0,44.0,0,20.0,1
170,0,1,5,1,8,1,0,0,1,735.0,26.0,49.0,0,0.0,1
171,0,1,8,1,9,1,0,0,0,54.0,144.0,32.0,1,20.0,1
172,0,1,12,0,1,0,0,0,0,166.0,0.0,38.0,0,0.0,1
173,0,1,0,2,7,1,0,0,0,786.0,35.0,129.0,0,0.0,1
174,0,0,3,0,0,0,0,0,1,780.0,111.0,38.0,0,0.0,1
175,0,1,0,2,1,1,0,0,1,1933.0,196.0,52.0,0,0.0,1
176,0,1,9,1,4,0,0,0,1,1370.0,95.0,4.0,0,0.0,1
177,0,0,9,0,5,0,0,1,1,360.0,77.0,123.0,0,2.0,1
178,0,1,10,1,5,1,0,0,0,239.0,53.0,60.0,0,0.0,1
179,0,1,12,2,0,0,0,0,1,634.0,43.0,19.0,0,1.0,1
180,0,1,4,1,8,0,0,0,1,1968.0,374.0,87.0,0,1.0,1
181,0,0,8,0,8,1,0,0,1,2333.0,0.0,64.0,0,2.0,1
182,0,1,1,0,8,0,0,0,1,987.0,75.0,155.0,0,0.0,1
183,0,1,12,0,9,0,0,0,1,537.0,6.0,61.0,0,1.0,1
184,0,1,2,2,2,0,0,0,1,164.0,0.0,192.0,0,2.0,1
185,0,1,12,0,7,0,0,0,1,760.0,150.0,38.0,0,2.0,1
186,0,0,3,2,8,1,0,0,1,608.0,63.0,179.0,0,2.0,1
187,0,1,9,0,9,1,0,0,1,754.0,121.0,185.0,0,0.0,1
188,0,1,6,0,0,0,0,0,0,594.0,45.0,31.0,1,2.0,1
189,0,1,11,0,7,0,0,0,0,331.0,32.0,58.0,0,0.0,1
190,0,0,5,0,5,1,0,0,1,2943.0,60.0,54.0,0,3.0,1
191,0,1,5,0,6,0,0,0,1,854.0,22.0,38.0,0,0.0,1
192,0,1,12,1,5,0,0,0,1,970.0,26.0,23.0,0,2.0,1
193,0,1,12,2,9,0,0,0,0,1171.0,12.0,57.0,0,0.0,1
194,0,0,7,2,8,0,0,0,1,824.0,131.0,53.0,0,2.0,1
195,0,1,9,2,5,1,0,0,1,1281.0,164.0,130.0,0,0.0,1
196,0,1,10,2,2,1,0,0,1,348.0,161.0,129.0,0,0.0,1
197,0,1,4,0,2,0,0,0,1,1192.0,196.0,67.0,0,1.0,1
198,0,1,6,0,9,0,0,1,0,0.0,0.0,170.0,1,20.0,1
199,0,1,12,0,5,0,0,0,1,778.0,29.0,73.0,0,2.0,1
200,0,1,11,1,0,1,0,0,0,1022.0,337.0,60.0,1,3.0,1
201,0,1,6,0,4,0,0,1,0,342.0,0.0,15.0,0,3.0,1
202,0,0,5,0,7,0,0,0,1,411.0,0.0,58.0,0,0.0,1
203,0,0,7,0,7,0,0,0,1,532.0,114.0,52.0,0,0.0,1
204,0,1,3,0,2,0,0,0,1,730.0,9.0,53.0,0,1.0,1
205,0,1,9,1,8,0,0,0,0,897.0,112.0,32.0,1,0.0,1
206,0,1,3,1,3,0,0,0,1,1193.0,48.0,38.0,0,0.0,1
207,0,1,7,1,9,1,0,0,0,353.0,47.0,43.0,1,0.0,1
208,0,0,9,0,2,0,0,0,1,2391.0,441.0,120.0,0,0.0,1
209,0,0,4,0,8,0,0,0,0,43.0,15.0,38.0,0,20.0,1
210,0,1,7,1,8,0,0,0,1,901.0,0.0,29.0,0,1.0,1
211,0,1,5,1,8,1,0,0,1,951.0,47.0,16.0,0,0.0,1
212,0,1,3,0,4,0,0,0,1,1065.0,64.0,156.0,0,0.0,1
213,0,1,7,1,9,0,0,0,1,502.0,19.0,32.0,0,1.0,1
214,0,1,5,1,4,0,0,0,1,2040.0,288.0,127.0,0,0.0,1
215,0,1,7,1,6,0,0,0,1,805.0,105.0,51.0,0,1.0,1
216,0,1,11,1,8,0,0,0,0,192.0,32.0,43.0,0,0.0,1
217,0,0,6,1,3,0,0,0,0,488.0,0.0,30.0,1,1.0,1
218,0,1,11,1,7,0,0,0,1,778.0,2.0,158.0,0,1.0,1
219,0,1,2,1,9,0,0,0,1,1165.0,106.0,22.0,0,1.0,1
220,0,1,0,0,3,0,0,0,0,194.0,0.0,38.0,0,0.0,1
221,0,1,9,0,9,0,0,0,1,6962.0,105.0,17.0,0,0.0,1
222,0,1,8,1,9,1,0,0,1,545.0,60.0,46.0,0,0.0,1
223,0,1,4,1,0,2,0,0,0,918.0,37.0,38.0,1,3.0,1
224,0,1,6,1,9,1,0,0,0,332.0,74.0,43.0,0,0.0,1
225,0,1,8,1,9,2,0,0,1,2961.0,103.0,29.0,0,1.0,1
226,0,1,11,0,6,2,0,0,1,5234.0,446.0,57.0,0,1.0,1
227,0,0,8,2,5,2,0,0,0,762.0,466.0,73.0,1,1.0,1
228,0,1,8,2,7,2,0,0,1,3686.0,321.0,138.0,0,0.0,1
229,0,1,11,0,6,2,0,0,1,6858.0,430.0,67.0,0,0.0,1
230,0,0,0,0,9,1,0,0,1,2727.0,277.0,91.0,0,1.0,1
231,0,0,9,0,5,1,0,0,1,1235.0,122.0,59.0,0,0.0,1
232,0,1,5,1,4,1,0,0,1,1190.0,26.0,67.0,0,1.0,1
233,0,0,0,0,4,1,0,0,1,827.0,43.0,170.0,0,3.0,1
234,0,1,9,0,8,1,0,0,0,1940.0,40.0,42.0,1,0.0,1
235,0,0,11,1,9,1,0,0,1,2880.0,218.0,62.0,0,0.0,1
236,0,1,8,1,9,1,0,0,1,5501.0,487.0,108.0,0,1.0,1
237,0,0,3,2,3,1,0,0,1,1808.0,88.0,87.0,0,0.0,1
238,0,1,6,1,8,2,0,0,1,1515.0,180.0,144.0,0,2.0,1
239,0,1,12,0,2,1,0,0,0,606.0,35.0,63.0,1,1.0,1
240,0,1,11,0,7,1,0,0,0,183.0,57.0,35.0,0,2.0,1
241,0,0,1,1,3,1,0,0,1,808.0,102.0,195.0,0,5.0,1
242,0,0,12,0,1,1,0,0,0,1864.0,43.0,169.0,0,2.0,1
243,0,1,9,0,9,1,0,0,0,317.0,150.0,87.0,1,20.0,1
244,0,1,11,1,4,1,0,0,1,3294.0,166.0,38.0,0,0.0,1
245,0,0,0,2,4,1,0,1,0,939.0,0.0,70.0,0,2.0,1
246,0,1,3,0,7,1,0,0,1,3329.0,164.0,30.0,0,4.0,1
247,0,0,7,2,8,1,0,0,1,4102.0,100.0,102.0,0,1.0,1
248,0,1,3,2,9,1,0,0,1,723.0,0.0,95.0,0,0.0,1
249,0,1,8,1,9,1,0,0,0,885.0,113.0,95.0,0,1.0,1
250,0,1,5,0,6,1,0,0,1,5286.0,739.0,195.0,0,0.0,1
251,0,1,11,0,3,1,0,0,1,4571.0,490.0,191.0,0,0.0,1
252,0,0,5,2,5,1,0,0,0,495.0,148.0,124.0,1,0.0,1
253,0,0,6,1,4,1,0,0,1,2583.0,173.0,106.0,0,0.0,1
254,0,1,0,0,6,1,0,0,1,1704.0,55.0,30.0,0,0.0,1
255,0,1,8,2,3,1,0,0,0,2272.0,484.0,198.0,1,0.0,1
256,0,0,6,0,1,1,0,0,0,0.0,420.0,58.0,1,20.0,1
257,0,1,7,1,7,2,0,0,1,6507.0,550.0,43.0,0,3.0,1
258,0,1,2,1,7,1,0,0,1,1419.0,24.0,106.0,0,2.0,1
259,0,1,6,0,3,1,0,0,1,394.0,65.0,32.0,0,0.0,1
260,0,1,9,2,4,1,0,0,1,6383.0,135.0,164.0,0,0.0,1
261,0,1,9,2,4,1,0,1,1,5718.0,257.0,53.0,0,0.0,1
262,0,1,12,0,5,1,0,0,1,1687.0,67.0,42.0,0,2.0,1
263,0,0,8,0,7,1,0,1,1,927.0,4.0,81.0,0,1.0,1
264,0,0,1,0,8,0,0,0,1,4002.0,292.0,57.0,0,0.0,1
265,0,1,8,0,9,1,0,0,1,1744.0,248.0,102.0,0,0.0,1
266,0,0,0,2,4,1,0,1,1,369.0,101.0,29.0,0,2.0,1
267,0,1,11,2,0,1,0,0,0,10482.0,657.0,108.0,1,5.0,1
268,0,1,2,2,5,1,0,0,1,1005.0,211.0,195.0,0,0.0,1
269,0,0,0,0,9,0,0,1,1,1362.0,39.0,32.0,0,0.0,1
270,0,1,5,2,3,1,0,0,1,483.0,36.0,102.0,0,0.0,1
271,0,0,9,2,7,1,0,0,1,1687.0,47.0,137.0,0,2.0,1
272,0,0,0,0,6,0,0,0,0,2186.0,200.0,74.0,0,0.0,1
273,0,1,3,0,3,1,0,1,0,1429.0,1.0,16.0,1,1.0,1
274,0,0,3,2,3,1,0,0,0,822.0,27.0,65.0,1,2.0,1
275,0,0,8,0,9,1,0,0,1,1102.0,44.0,123.0,0,1.0,1
276,0,0,11,0,0,0,0,0,1,593.0,92.0,45.0,0,2.0,1
277,0,0,9,2,5,1,0,0,0,1842.0,125.0,148.0,0,4.0,1
278,0,1,11,2,0,1,0,0,1,700.0,1.0,65.0,0,0.0,1
279,0,0,5,2,8,1,0,0,1,4312.0,400.0,35.0,0,3.0,1
280,0,1,3,0,5,1,0,0,0,1248.0,14.0,59.0,1,3.0,1
281,0,0,8,2,7,1,0,0,1,1766.0,122.0,46.0,0,0.0,1
282,0,1,5,1,2,2,0,0,1,2237.0,148.0,59.0,0,0.0,1
283,0,1,6,0,7,1,0,1,0,81.0,238.0,36.0,1,20.0,1
284,0,0,12,0,4,0,0,0,1,3385.0,0.0,49.0,0,0.0,1
285,0,0,11,2,8,0,0,1,1,1351.0,103.0,32.0,0,3.0,1
286,0,0,5,0,4,0,0,0,0,201.0,30.0,43.0,0,0.0,1
287,0,0,12,0,3,1,0,0,1,1230.0,116.0,50.0,0,1.0,1
288,0,0,3,0,7,1,0,0,1,3893.0,321.0,113.0,0,0.0,1
289,0,0,0,0,5,1,0,0,1,1375.0,26.0,108.0,0,0.0,1
290,0,0,5,1,3,1,0,0,1,1262.0,193.0,35.0,0,0.0,1
291,0,1,6,0,2,0,0,0,1,953.0,127.0,66.0,0,0.0,1
292,0,0,11,0,1,1,0,0,1,3138.0,98.0,116.0,0,0.0,1
293,0,0,8,0,8,1,0,0,0,2489.0,54.0,28.0,1,1.0,1
294,0,0,1,0,2,0,0,0,1,1625.0,60.0,74.0,0,2.0,1
295,0,1,8,2,3,1,0,0,1,224.0,83.0,129.0,0,2.0,1
296,0,1,8,0,9,0,0,0,1,158.0,145.0,85.0,0,2.0,1
297,0,0,1,1,2,1,0,0,0,973.0,156.0,45.0,1,2.0,1
298,0,1,10,0,9,1,0,0,0,0.0,0.0,56.0,1,20.0,1
299,0,0,6,1,9,1,0,0,0,0.0,0.0,101.0,1,20.0,1
300,0,0,0,2,4,1,0,0,1,565.0,0.0,56.0,0,2.0,1
301,0,0,3,2,4,0,0,0,1,591.0,2.0,57.0,0,2.0,1
302,0,1,12,2,2,1,0,0,0,1752.0,62.0,38.0,0,2.0,1
303,0,0,12,0,6,0,0,0,0,416.0,29.0,24.0,0,1.0,1
304,0,0,4,1,1,0,0,0,0,1402.0,186.0,102.0,0,1.0,1
305,0,0,0,0,7,0,0,0,0,227.0,146.0,53.0,1,0.0,1
306,0,0,6,1,9,0,0,1,1,6619.0,563.0,80.0,0,5.0,1
307,0,1,7,1,2,0,0,0,0,0.0,0.0,129.0,1,20.0,1
308,0,0,0,0,8,0,0,0,1,2090.0,58.0,22.0,0,1.0,1
309,0,0,3,2,7,1,0,0,1,2008.0,138.0,94.0,0,2.0,1
310,0,0,1,0,2,0,0,0,1,693.0,56.0,185.0,0,0.0,1
311,0,1,8,0,9,0,0,0,0,817.0,1.0,101.0,1,4.0,1
312,0,0,8,0,8,0,0,0,0,499.0,75.0,17.0,0,2.0,1
313,0,1,6,1,2,0,0,0,0,1141.0,356.0,35.0,1,0.0,1
314,0,1,9,2,5,1,0,0,1,2807.0,537.0,38.0,0,4.0,1
315,0,0,8,0,8,1,0,0,1,2291.0,167.0,73.0,0,1.0,1
316,0,1,3,0,1,1,0,1,0,655.0,0.0,52.0,1,1.0,1
317,0,0,4,0,3,0,0,0,1,2494.0,190.0,53.0,0,0.0,1
318,0,0,1,0,3,0,0,0,1,612.0,10.0,32.0,0,4.0,1
319,0,1,6,2,8,1,0,0,0,154.0,29.0,71.0,0,2.0,1
320,0,1,8,2,8,1,0,0,1,1526.0,85.0,50.0,0,3.0,1
321,0,1,3,2,8,1,0,0,1,3846.0,341.0,81.0,0,0.0,1
322,0,1,6,1,9,2,0,0,1,3211.0,213.0,52.0,0,2.0,1
323,0,1,8,1,7,2,0,0,0,950.0,17.0,11.0,0,1.0,1
324,0,0,12,2,2,1,0,0,0,499.0,24.0,22.0,0,1.0,1
325,0,0,6,1,5,2,0,0,0,2010.0,166.0,106.0,1,1.0,1
326,0,1,5,0,4,0,0,0,1,261.0,62.0,46.0,0,2.0,1
327,0,1,10,2,8,1,0,0,1,1647.0,302.0,195.0,0,0.0,1
328,0,1,8,2,9,0,0,0,1,1526.0,90.0,59.0,0,1.0,1
329,0,0,0,1,9,0,0,0,1,1621.0,69.0,144.0,0,1.0,1
330,0,0,5,2,4,0,0,0,1,2804.0,60.0,43.0,0,3.0,1
331,0,1,7,1,4,1,0,0,1,2943.0,127.0,65.0,0,0.0,1
332,0,1,1,0,9,0,0,0,1,1541.0,76.0,105.0,0,1.0,1
333,0,0,3,2,1,0,0,0,1,1065.0,13.0,158.0,0,2.0,1
334,0,1,5,0,2,2,0,0,1,429.0,41.0,46.0,0,4.0,1
335,0,0,5,1,6,1,0,0,1,1035.0,154.0,67.0,0,1.0,1
336,0,0,0,0,8,0,0,0,1,1174.0,42.0,65.0,0,0.0,1
337,0,1,8,1,9,2,0,0,1,1019.0,61.0,87.0,0,2.0,1
338,0,0,11,2,4,0,0,0,0,59.0,169.0,59.0,1,20.0,1
339,0,0,4,1,4,1,0,0,1,2653.0,156.0,153.0,0,3.0,1
340,0,0,8,2,9,0,0,0,1,1214.0,113.0,94.0,0,2.0,1
